,Neighbourhood,Detailsـtransaction,Date,Total_price,Area,Price_per_meter
1934,العريجاء,415/3,"Sunday, 16 January 2022 ",770000.0,400.00,1925.00
1935,العريجاء,581/3/1,"Friday, 28 January 2022 ",1200000.0,318.50,3768.00
1936,العريجاء,7/142,"Thursday, 27 January 2022 ",481250.0,400.00,1203.00
1937,العريجاء,7/143,"Thursday, 27 January 2022 ",481250.0,400.00,1203.00
1938,العريجاء,7/144,"Thursday, 27 January 2022 ",481250.0,400.00,1203.00
1939,العريجاء,9/240,"Wednesday, 12 January 2022 ",600000.0,400.00,1500.00
1940,العريجاء,9/240,"Wednesday, 26 January 2022 ",620000.0,400.00,1550.00
1941,العريجاء,298,"Wednesday, 5 January 2022 ",1547000.0,720.00,2149.00
1942,العريجاء,521/519/1,"Sunday, 30 January 2022 ",1275000.0,500.00,2550.00
1943,العريجاء,523/1,"Sunday, 30 January 2022 ",1275000.0,500.00,2550.00
1944,العريجاء,2258/1,"Tuesday, 4 January 2022 ",415000.0,300.00,1383.00
1945,العريجاء,559/1,"Thursday, 6 January 2022 ",350000.0,230.50,1518.00
1946,العزيزية,3/2,"Tuesday, 4 January 2022 ",300000.0,285.00,1053.00
1947,العزيزية,5,"Sunday, 23 January 2022 ",600000.0,550.00,1091.00
1948,العزيزية,110,"Thursday, 13 January 2022 ",850000.0,500.00,1700.00
1949,العزيزية,98/1,"Tuesday, 18 January 2022 ",90000.0,562.50,160.00
1950,العزيزية,12,"Monday, 17 January 2022 ",964000.0,665.00,1450.00
1951,العزيزية,2023,"Wednesday, 19 January 2022 ",849277.0,625.00,1359.00
1952,العزيزية,3220,"Sunday, 16 January 2022 ",1200000.0,810.00,1481.00
1953,العزيزية,1060/2,"Monday, 10 January 2022 ",150000.0,375.00,400.00
1954,العزيزية,1269,"Monday, 3 January 2022 ",400000.0,500.00,800.00
1955,العزيزية,1643,"Thursday, 6 January 2022 ",1026000.0,600.00,1710.00
1956,العزيزية,1884/1,"Sunday, 16 January 2022 ",520000.0,250.00,2080.00
1957,العزيزية,69/5200/5199/2,"Wednesday, 26 January 2022 ",500000.0,312.50,1600.00
1958,العزيزية,8/أ/2,"Wednesday, 19 January 2022 ",637500.0,375.00,1700.00
1959,العزيزية,889/2,"Monday, 10 January 2022 ",1102401.0,250.00,4410.00
1960,العزيزية,119/2,"Thursday, 6 January 2022 ",1700000.0,420.00,4048.00
1961,العزيزية,35,"Thursday, 27 January 2022 ",900000.0,625.00,1440.00
1962,العزيزية,62,"Wednesday, 19 January 2022 ",700000.0,512.00,1367.00
1963,العزيزية,75/82,"Monday, 3 January 2022 ",560000.0,350.00,1600.00
1964,العزيزية,75و82,"Monday, 3 January 2022 ",560000.0,350.00,1600.00
1965,العزيزية,75و82,"Monday, 3 January 2022 ",560000.0,350.00,1600.00
1966,العزيزية,بدون,"Monday, 3 January 2022 ",1080000.0,562.00,1922.00
1967,العزيزية,12,"Wednesday, 12 January 2022 ",270000.0,300.00,900.00
1968,العقيق,1136,"Tuesday, 4 January 2022 ",2600000.0,625.00,4160.00
1969,العقيق,621/1/2,"Tuesday, 4 January 2022 ",630000.0,406.25,1551.00
1970,العقيق,195,"Tuesday, 11 January 2022 ",4050000.0,1020.25,3970.00
1971,العقيق,1480,"Wednesday, 19 January 2022 ",11000000.0,900.00,12222.00
1972,العقيق,1481,"Wednesday, 19 January 2022 ",10000000.0,750.00,13333.00
1973,العقيق,1482,"Wednesday, 19 January 2022 ",10000000.0,750.00,13333.00
1974,العقيق,1483,"Wednesday, 19 January 2022 ",10000000.0,750.00,13333.00
1975,العلا,105,"Sunday, 16 January 2022 ",1420000.0,3391.80,419.00
1976,العلا,1223,"Thursday, 13 January 2022 ",545000.0,900.00,606.00
1977,العليا,475,"Wednesday, 26 January 2022 ",1450000.0,483.00,3002.00
1978,العليا,417,"Sunday, 16 January 2022 ",7000000.0,693.00,10101.00
1979,العليا,1158,"Wednesday, 26 January 2022 ",3000000.0,699.00,4292.00
1980,العليا,1263,"Wednesday, 12 January 2022 ",2150000.0,600.00,3583.00
1981,العليا,224,"Monday, 3 January 2022 ",2000000.0,520.00,3846.00
1982,العليا,327/1,"Tuesday, 18 January 2022 ",1000000.0,200.00,5000.00
1983,العليا,444/1,"Sunday, 16 January 2022 ",1140000.0,300.00,3800.00
1984,العليا,444/2,"Thursday, 13 January 2022 ",1080000.0,300.00,3600.00
1985,العليا,501,"Thursday, 20 January 2022 ",1950000.0,560.00,3482.00
1986,العليا,572,"Tuesday, 11 January 2022 ",1822500.0,405.00,4500.00
1987,العليا,76,"Saturday, 22 January 2022 ",1700000.0,500.00,3400.00
1988,العليا,عدد العقارات 2-أول ق…,"Sunday, 16 January 2022 ",15700000.0,1386.00,11328.00
1989,العليا,عدد العقارات 2-أول ق…,"Sunday, 23 January 2022 ",3000000.0,449.50,6674.00
1990,العليا,عدد العقارات 2-أول ق…,"Wednesday, 26 January 2022 ",2500000.0,466.90,5354.00
1991,العليا,عدد العقارات 2-أول ق…,"Sunday, 23 January 2022 ",3200000.0,507.50,6305.00
1992,العليا,عدد العقارات 2-أول ق…,"Sunday, 23 January 2022 ",3000000.0,769.96,3896.00
1993,العليا,عدد العقارات 2-أول ق…,"Sunday, 23 January 2022 ",2500000.0,449.50,5562.00
1994,العليا,1260,"Tuesday, 18 January 2022 ",1200000.0,304.00,3947.00
1995,العليا,611,"Sunday, 30 January 2022 ",1300000.0,500.00,2600.00
1996,العليا,860/1,"Monday, 31 January 2022 ",2200000.0,300.00,7333.00
1997,العليا,882و883,"Wednesday, 26 January 2022 ",1800000.0,450.00,4000.00
1998,العليا,927,"Wednesday, 5 January 2022 ",1800000.0,572.00,3147.00
1999,العليا,341,"Wednesday, 26 January 2022 ",3000000.0,630.00,4762.00
2000,العليا,584/5,"Thursday, 20 January 2022 ",6360000.0,1590.00,4000.00
2001,العليا,443,"Wednesday, 19 January 2022 ",1674000.0,620.00,2700.00
2002,العليا,55/2/10/2,"Sunday, 30 January 2022 ",2500000.0,280.00,8929.00
2003,العوالي,197/2,"Wednesday, 12 January 2022 ",968197.0,450.00,2152.00
2004,العوالي,665/2,"Sunday, 30 January 2022 ",1550000.0,288.00,5382.00
2005,العوالي,931/1,"Tuesday, 4 January 2022 ",1000000.0,375.00,2667.00
2006,العوالي,931/2,"Tuesday, 4 January 2022 ",1000000.0,375.00,2667.00
2007,العود,بدون,"Wednesday, 12 January 2022 ",140000.0,110.00,1273.00
2008,الغدير,8/ب,"Monday, 17 January 2022 ",4700000.0,759.00,6192.00
2009,الغدير,47,"Thursday, 6 January 2022 ",27090000.0,6300.00,4300.00
2010,الغدير,369/1,"Monday, 10 January 2022 ",4100000.0,375.00,10933.00
2011,الغدير,369/2,"Monday, 10 January 2022 ",4100000.0,375.00,10933.00
2012,الغروب,2261/2,"Tuesday, 18 January 2022 ",500000.0,288.00,1736.00
2013,الغنامية,158/2384,"Tuesday, 11 January 2022 ",50000.0,160.00,313.00
2014,الغنامية,1706/108,"Wednesday, 26 January 2022 ",100000.0,192.00,521.00
2015,الغنامية,2382,"Sunday, 30 January 2022 ",50000.0,160.00,313.00
2016,الغنامية,268/19,"Wednesday, 5 January 2022 ",100000.0,400.00,250.00
2017,الغنامية,2696/181,"Tuesday, 4 January 2022 ",240000.0,580.60,413.00
2018,الغنامية,2840/188,"Monday, 3 January 2022 ",50000.0,160.00,313.00
2019,الغنامية,3113/201,"Tuesday, 18 January 2022 ",57000.0,160.00,356.00
2020,الغنامية,3155,"Thursday, 13 January 2022 ",58500.0,160.00,366.00
2021,الغنامية,3156,"Thursday, 13 January 2022 ",58500.0,160.00,366.00
2022,الغنامية,3158,"Thursday, 13 January 2022 ",58500.0,160.00,366.00
2023,الغنامية,3403/222,"Wednesday, 26 January 2022 ",70000.0,594.00,118.00
2024,الغنامية,3406/223,"Wednesday, 26 January 2022 ",295000.0,790.40,373.00
2025,الغنامية,3561,"Thursday, 27 January 2022 ",120000.0,948.58,127.00
2026,الغنامية,3633,"Monday, 24 January 2022 ",250000.0,483.00,518.00
2027,الغنامية,674,"Tuesday, 11 January 2022 ",40000.0,160.00,250.00
2028,الغنامية,949/61,"Wednesday, 19 January 2022 ",110000.0,160.00,688.00
2029,الغنامية,2434/161,"Monday, 3 January 2022 ",50000.0,160.00,313.00
2030,الغنامية,124/9,"Saturday, 15 January 2022 ",220000.0,500.00,440.00
2031,الفاروق,50/1,"Monday, 17 January 2022 ",497472.0,310.92,1600.00
2032,الفاروق,2378,"Wednesday, 5 January 2022 ",554354.0,280.00,1980.00
2033,الفاروق,2379,"Wednesday, 5 January 2022 ",554354.0,280.00,1980.00
2034,الفاروق,2380,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2035,الفاروق,2381,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2036,الفاروق,2382,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2037,الفاروق,2383,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2038,الفاروق,2384,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2039,الفاروق,2385,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2040,الفاروق,2386,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2041,الفاروق,2387,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2042,الفاروق,2388,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2043,الفاروق,2389,"Wednesday, 5 January 2022 ",792000.0,400.00,1980.00
2044,الفاروق,2390,"Wednesday, 5 January 2022 ",950354.0,479.96,1980.00
2045,الفاروق,2391,"Wednesday, 5 January 2022 ",950354.0,479.96,1980.00
2046,الفاروق,2405,"Tuesday, 4 January 2022 ",836000.0,400.00,2090.00
2047,الفاروق,2406,"Tuesday, 4 January 2022 ",836000.0,400.00,2090.00
2048,الفاروق,2407,"Thursday, 6 January 2022 ",836000.0,400.00,2090.00
2049,الفاروق,2408,"Thursday, 6 January 2022 ",836000.0,400.00,2090.00
2050,الفاروق,2409,"Thursday, 6 January 2022 ",836000.0,400.00,2090.00
2051,الفاروق,2410,"Thursday, 6 January 2022 ",836000.0,400.00,2090.00
2052,الفاروق,2447,"Wednesday, 12 January 2022 ",1110000.0,490.00,2265.00
2053,الفاروق,2448,"Wednesday, 12 January 2022 ",1110000.0,490.00,2265.00
2054,الفاروق,2449,"Monday, 17 January 2022 ",892000.0,400.00,2230.00
2055,الفاروق,2453,"Sunday, 23 January 2022 ",880000.0,400.00,2200.00
2056,الفاروق,2615,"Monday, 24 January 2022 ",628075.0,330.00,1903.00
2057,الفاروق,2616,"Tuesday, 25 January 2022 ",628075.0,330.00,1903.00
2058,الفاروق,2617,"Tuesday, 25 January 2022 ",776000.0,400.00,1940.00
2059,الفاروق,2618,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2060,الفاروق,2619,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2061,الفاروق,2620,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2062,الفاروق,2621,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2063,الفاروق,2622,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2064,الفاروق,2623,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2065,الفاروق,2624,"Tuesday, 25 January 2022 ",776000.0,400.00,1940.00
2066,الفاروق,2625,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2067,الفاروق,2626,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2068,الفاروق,2627,"Monday, 24 January 2022 ",892400.0,460.00,1940.00
2069,الفاروق,2628,"Monday, 24 January 2022 ",892400.0,460.00,1940.00
2070,الفاروق,2629,"Sunday, 23 January 2022 ",814800.0,420.00,1940.00
2071,الفاروق,2630,"Tuesday, 25 January 2022 ",814800.0,420.00,1940.00
2072,الفاروق,2631,"Sunday, 23 January 2022 ",776000.0,400.00,1940.00
2073,الفاروق,2632,"Sunday, 23 January 2022 ",776000.0,400.00,1940.00
2074,الفاروق,2633,"Tuesday, 25 January 2022 ",776000.0,400.00,1940.00
2075,الفاروق,2634,"Sunday, 23 January 2022 ",776000.0,400.00,1940.00
2076,الفاروق,2635,"Sunday, 23 January 2022 ",776000.0,400.00,1940.00
2077,الفاروق,2636,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2078,الفاروق,2637,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2079,الفاروق,2638,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2080,الفاروق,2639,"Monday, 24 January 2022 ",919075.0,480.00,1915.00
2081,الفاروق,2640,"Monday, 24 January 2022 ",919075.0,480.00,1915.00
2082,الفاروق,2641,"Monday, 24 January 2022 ",911800.0,470.00,1940.00
2083,الفاروق,2642,"Monday, 24 January 2022 ",911800.0,470.00,1940.00
2084,الفاروق,2643,"Monday, 24 January 2022 ",776000.0,400.00,1940.00
2085,الفاروق,2644,"Tuesday, 25 January 2022 ",776000.0,400.00,1940.00
2086,الفاروق,2645,"Monday, 24 January 2022 ",814800.0,420.00,1940.00
2087,الفاروق,2646,"Tuesday, 25 January 2022 ",814800.0,420.00,1940.00
2088,الفاروق,2647,"Monday, 31 January 2022 ",911800.0,470.00,1940.00
2089,الفاروق,2648,"Monday, 31 January 2022 ",911800.0,470.00,1940.00
2090,الفاروق,2649,"Monday, 31 January 2022 ",776000.0,400.00,1940.00
2091,الفاروق,2650,"Monday, 31 January 2022 ",776000.0,400.00,1940.00
2092,الفاروق,2651,"Monday, 31 January 2022 ",814800.0,420.00,1940.00
2093,الفاروق,2652,"Monday, 31 January 2022 ",814800.0,420.00,1940.00
2094,الفاروق,2653,"Wednesday, 26 January 2022 ",727500.0,375.00,1940.00
2095,الفاروق,2654,"Wednesday, 26 January 2022 ",727500.0,375.00,1940.00
2096,الفاروق,2655,"Wednesday, 26 January 2022 ",1164000.0,600.00,1940.00
2097,الفاروق,2656,"Wednesday, 26 January 2022 ",1164000.0,600.00,1940.00
2098,الفاروق,2657,"Wednesday, 26 January 2022 ",1164000.0,600.00,1940.00
2099,الفاروق,2658,"Wednesday, 26 January 2022 ",1212500.0,625.00,1940.00
2100,الفاروق,2659,"Wednesday, 26 January 2022 ",1212500.0,625.00,1940.00
2101,الفاروق,2660,"Wednesday, 26 January 2022 ",727500.0,375.00,1940.00
2102,الفاروق,2661,"Wednesday, 26 January 2022 ",727500.0,375.00,1940.00
2103,الفاروق,2662,"Wednesday, 26 January 2022 ",1164000.0,600.00,1940.00
2104,الفاروق,2663,"Wednesday, 26 January 2022 ",1164000.0,600.00,1940.00
2105,الفاروق,2664,"Wednesday, 26 January 2022 ",1212500.0,625.00,1940.00
2106,الفاروق,2665,"Wednesday, 26 January 2022 ",1164000.0,600.00,1940.00
2107,الفاروق,2666,"Wednesday, 26 January 2022 ",1212500.0,625.00,1940.00
2108,الفاروق,2667,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2109,الفاروق,2668,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2110,الفاروق,2669,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2111,الفاروق,2670,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2112,الفاروق,2671,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2113,الفاروق,2672,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2114,الفاروق,2673,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2115,الفاروق,2674,"Wednesday, 26 January 2022 ",970000.0,500.00,1940.00
2116,الفاروق,2676,"Sunday, 23 January 2022 ",916500.0,470.00,1950.00
2117,الفاروق,2677,"Sunday, 23 January 2022 ",916500.0,470.00,1950.00
2118,الفاروق,2678,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2119,الفاروق,2679,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2120,الفاروق,2680,"Sunday, 23 January 2022 ",819000.0,420.00,1950.00
2121,الفاروق,2681,"Sunday, 23 January 2022 ",819000.0,420.00,1950.00
2122,الفاروق,2682,"Sunday, 23 January 2022 ",916500.0,470.00,1950.00
2123,الفاروق,2683,"Sunday, 23 January 2022 ",916500.0,470.00,1950.00
2124,الفاروق,2684,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2125,الفاروق,2685,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2126,الفاروق,2686,"Sunday, 23 January 2022 ",819000.0,420.00,1950.00
2127,الفاروق,2687,"Monday, 24 January 2022 ",819000.0,420.00,1950.00
2128,الفاروق,2688,"Monday, 24 January 2022 ",1218750.0,625.00,1950.00
2129,الفاروق,2689,"Monday, 24 January 2022 ",1170000.0,600.00,1950.00
2130,الفاروق,2690,"Monday, 24 January 2022 ",1218750.0,625.00,1950.00
2131,الفاروق,2691,"Monday, 24 January 2022 ",1170000.0,600.00,1950.00
2132,الفاروق,2692,"Monday, 24 January 2022 ",1170000.0,600.00,1950.00
2133,الفاروق,2693,"Monday, 24 January 2022 ",731250.0,375.00,1950.00
2134,الفاروق,2694,"Monday, 24 January 2022 ",731250.0,375.00,1950.00
2135,الفاروق,2695,"Monday, 24 January 2022 ",1218750.0,625.00,1950.00
2136,الفاروق,2696,"Monday, 24 January 2022 ",1218750.0,625.00,1950.00
2137,الفاروق,2697,"Monday, 24 January 2022 ",1170000.0,600.00,1950.00
2138,الفاروق,2698,"Monday, 24 January 2022 ",1170000.0,600.00,1950.00
2139,الفاروق,2699,"Monday, 24 January 2022 ",1170000.0,600.00,1950.00
2140,الفاروق,2700,"Monday, 24 January 2022 ",731250.0,375.00,1950.00
2141,الفاروق,2701,"Monday, 24 January 2022 ",731250.0,375.00,1950.00
2142,الفاروق,2702,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2143,الفاروق,2703,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2144,الفاروق,2704,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2145,الفاروق,2705,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2146,الفاروق,2706,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2147,الفاروق,2707,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2148,الفاروق,2708,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2149,الفاروق,2709,"Monday, 24 January 2022 ",975000.0,500.00,1950.00
2150,الفاروق,2710,"Sunday, 23 January 2022 ",631313.0,330.00,1913.00
2151,الفاروق,2711,"Sunday, 23 January 2022 ",631313.0,330.00,1913.00
2152,الفاروق,2712,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2153,الفاروق,2713,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2154,الفاروق,2714,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2155,الفاروق,2715,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2156,الفاروق,2716,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2157,الفاروق,2717,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2158,الفاروق,2718,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2159,الفاروق,2719,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2160,الفاروق,2720,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2161,الفاروق,2721,"Thursday, 20 January 2022 ",780000.0,400.00,1950.00
2162,الفاروق,2722,"Sunday, 23 January 2022 ",897000.0,460.00,1950.00
2163,الفاروق,2723,"Sunday, 23 January 2022 ",897000.0,460.00,1950.00
2164,الفاروق,2724,"Sunday, 23 January 2022 ",819000.0,420.00,1950.00
2165,الفاروق,2725,"Sunday, 23 January 2022 ",819000.0,420.00,1950.00
2166,الفاروق,2726,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2167,الفاروق,2727,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2168,الفاروق,2728,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2169,الفاروق,2729,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2170,الفاروق,2730,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2171,الفاروق,2731,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2172,الفاروق,2732,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2173,الفاروق,2733,"Sunday, 23 January 2022 ",780000.0,400.00,1950.00
2174,الفاروق,2734,"Monday, 24 January 2022 ",923813.0,480.00,1925.00
2175,الفاروق,2735,"Monday, 24 January 2022 ",923813.0,480.00,1925.00
2176,الفاروق,4128,"Tuesday, 4 January 2022 ",919600.0,440.00,2090.00
2177,الفاروق,4129,"Thursday, 6 January 2022 ",919600.0,440.00,2090.00
2178,الفلاح,145/1,"Wednesday, 5 January 2022 ",100000.0,1155.50,87.00
2179,الفلاح,3/1/1,"Tuesday, 18 January 2022 ",1200000.0,200.00,6000.00
